"date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"25",2015-02-11 15:11:59,21.89,31.79,442.666666666667,1086.33333333333,0.00516900558343851,1
"26",2015-02-11 15:13:00,21.89,31.79,437.333333333333,1091,0.00516900558343851,1
"27",2015-02-11 15:14:00,21.89,31.89,439,1100,0.00518540098391904,1
"28",2015-02-11 15:15:00,21.89,31.89,444,1101,0.00518540098391904,1
"29",2015-02-11 15:16:00,21.89,31.865,444,1107,0.00518130205343558,1
"30",2015-02-11 15:16:59,21.89,31.79,444,1110,0.00516900558343851,1
"31",2015-02-11 15:17:59,21.89,31.865,444,1101.75,0.00518130205343558,1
"32",2015-02-11 15:19:00,21.89,31.73,444,1100,0.0051591687545959,1
"33",2015-02-11 15:20:00,21.89,31.7225,444,1092.75,0.00515793917268696,1
"34",2015-02-11 15:21:00,21.89,31.7,444,1092.5,0.00515425045588796,1
"35",2015-02-11 15:22:00,21.89,31.695,436.5,1094,0.00515343074693639,1
"36",2015-02-11 15:23:00,21.89,31.5666666666667,434,1085.66666666667,0.00513239228379069,1
"37",2015-02-11 15:23:59,21.89,31.55,436.5,1047,0.00512966011940923,0
"38",2015-02-11 15:24:59,21.89,31.36,434,1031,0.00509851512797734,0
"39",2015-02-11 15:26:00,21.89,31.125,432.75,977.5,0.00505999797020354,0
"40",2015-02-11 15:27:00,21.89,31.15,436.5,961.25,0.00506409531527447,1
"41",2015-02-11 15:28:00,21.89,31.0633333333333,434,948,0.00504989141462838,1
"42",2015-02-11 15:29:00,21.89,30.77,429,913.25,0.00500182144829266,1
"43",2015-02-11 15:29:59,21.89,30.7675,432.75,882.5,0.00500141179275406,1
"44",2015-02-11 15:30:59,21.89,30.945,429,884.5,0.00503049866628219,1
"45",2015-02-11 15:32:00,21.89,30.7925,429,899,0.00500550837222886,1
"46",2015-02-11 15:33:00,21.89,30.77,432.75,888.25,0.00500182144829266,1
"47",2015-02-11 15:34:00,21.89,30.795,436.5,878.5,0.00500591803312054,1
"48",2015-02-11 15:35:00,21.89,30.8175,429,891.25,0.00500960500523488,1
"49",2015-02-11 15:36:00,21.89,30.65,436.5,896.5,0.0049821585862417,1
"50",2015-02-11 15:36:59,21.89,30.7475,429,889.5,0.00499813456771599,1
"51",2015-02-11 15:38:00,21.89,30.7633333333333,429,887.333333333333,0.00500072903471261,1
"52",2015-02-11 15:39:00,21.89,30.77,429,893.5,0.00500182144829266,1
"53",2015-02-11 15:40:00,21.89,30.445,429,832.5,0.00494857071640284,1
"54",2015-02-11 15:40:59,21.89,30.5666666666667,429,829,0.00496850454649975,1
"55",2015-02-11 15:42:00,21.89,30.5,429,829.25,0.00495758174288195,1
"56",2015-02-11 15:42:59,21.89,30.575,429,850.5,0.00496986992371244,1
"57",2015-02-11 15:43:59,21.89,30.6,429,844,0.00497396609103204,1
"58",2015-02-11 15:45:00,21.89,30.55,429,840.25,0.00496577380991492,1
"59",2015-02-11 15:46:00,21.865,30.55,429,823.75,0.00495813961475943,1
"60",2015-02-11 15:47:00,21.89,30.6,429,824,0.00497396609103204,1
"61",2015-02-11 15:48:00,21.89,30.34,429,813,0.00493136856692414,1
"62",2015-02-11 15:49:00,21.89,30.3566666666667,429,802,0.00493409900381388,1
"63",2015-02-11 15:49:59,21.865,30.3925,429,810.75,0.00493237531114486,1
"64",2015-02-11 15:51:00,21.89,30.3566666666667,429,805.333333333333,0.00493409900381388,1
"65",2015-02-11 15:52:00,21.89,30.315,429,796.5,0.00492727295618295,1
"66",2015-02-11 15:53:00,21.89,30.2,429,795,0.00490843383598124,1
"67",2015-02-11 15:53:59,21.89,30.34,429,793.5,0.00493136856692414,1
"68",2015-02-11 15:55:00,21.89,30.295,429,790.5,0.0049239965061181,1
"69",2015-02-11 15:55:59,21.89,30.29,429,786.5,0.00492317739895294,1
"70",2015-02-11 15:56:59,21.89,30.39,429,794.333333333333,0.00493955994894424,1
"71",2015-02-11 15:58:00,21.89,30.365,429,795.5,0.00493546423117755,1
"72",2015-02-11 15:59:00,21.89,30.4266666666667,414,792.666666666667,0.00494556709847047,1
"73",2015-02-11 16:00:00,21.89,30.73,424,798,0.00499526702391059,1
"74",2015-02-11 16:01:00,21.89,30.4175,429,795.5,0.00494406530029668,1
"75",2015-02-11 16:01:59,21.89,30.39,429,797.75,0.00493955994894424,1
"76",2015-02-11 16:02:59,21.89,30.39,429,798,0.00493955994894424,1
"77",2015-02-11 16:04:00,21.89,30.445,429,802,0.00494857071640284,1
"78",2015-02-11 16:05:00,21.89,30.3566666666667,421.5,797.5,0.00493409900381388,1
"79",2015-02-11 16:06:00,21.89,30.3233333333333,429,791.5,0.00492863815381761,1
"80",2015-02-11 16:07:00,21.89,30.32,418.75,788.25,0.00492809207405026,1
"81",2015-02-11 16:08:00,21.89,30.39,429,792.25,0.00493955994894424,1
"82",2015-02-11 16:08:59,21.89,30.39,429,795.5,0.00493955994894424,1
"83",2015-02-11 16:09:59,21.89,30.365,429,793.5,0.00493546423117755,1
"84",2015-02-11 16:11:00,21.89,30.23,429,789.333333333333,0.00491334827992024,1
"85",2015-02-11 16:12:00,21.89,30.2,429,786,0.00490843383598124,1
"86",2015-02-11 16:13:00,21.89,30.0225,429,771.75,0.0048793582858461,1
"87",2015-02-11 16:14:00,21.89,29.96,429,760,0.0048691210580864,1
"88",2015-02-11 16:14:59,21.89,29.9175,429,756,0.00486215993419255,1
"89",2015-02-11 16:15:59,21.89,30.1,429,754,0.00489205291264047,1
"90",2015-02-11 16:17:00,21.89,30.15,416.5,759,0.00490024326730235,1
"91",2015-02-11 16:18:00,21.89,30.1333333333333,421.666666666667,756.666666666667,0.00489751312530247,1
"92",2015-02-11 16:19:00,21.89,30.47,438,764.25,0.00495266660541906,1
"93",2015-02-11 16:20:00,21.89,30.1666666666667,441,768,0.00490297343308189,1
"94",2015-02-11 16:21:00,21.89,30.075,438,770.25,0.0048879578155633,1
"95",2015-02-11 16:21:59,21.89,30.125,438,766.25,0.00489614806321981,1
"96",2015-02-11 16:23:00,21.89,30.175,438,767.75,0.00490433852488914,1
"97",2015-02-11 16:24:00,21.89,30.295,438,777,0.0049239965061181,1
"98",2015-02-11 16:25:00,21.89,30.2,441,775.333333333333,0.00490843383598124,1
"99",2015-02-11 16:25:59,21.89,30.2,436.333333333333,768,0.00490843383598124,1
"100",2015-02-11 16:27:00,21.865,30.15,438,766.75,0.00489271060254199,1
"101",2015-02-11 16:27:59,21.89,30.075,438,772.5,0.0048879578155633,1
"102",2015-02-11 16:28:59,21.89,30.0725,435.5,774.75,0.00488754830879816,1
"103",2015-02-11 16:30:00,21.89,30.03,435,766.333333333333,0.00488058677564648,1
"104",2015-02-11 16:31:00,21.89,29.9175,434.5,752,0.00486215993419255,1
"105",2015-02-11 16:32:00,21.89,30.1,430.5,754,0.00489205291264047,1
"106",2015-02-11 16:33:00,21.89,30.1,441,755,0.00489205291264047,1
"107",2015-02-11 16:34:00,21.89,30.075,431,763.25,0.0048879578155633,1
"108",2015-02-11 16:34:59,21.89,30.1975,425,769.5,0.00490802430246426,1
"109",2015-02-11 16:36:00,21.89,30.23,419,769.333333333333,0.00491334827992024,1
"110",2015-02-11 16:37:00,21.9175,30.5475,395.25,772.25,0.00497377310467557,1
"111",2015-02-11 16:38:00,21.9633333333333,30.7933333333333,426.666666666667,784.666666666667,0.00502828021278913,1
"112",2015-02-11 16:38:59,21.9725,30.2,424.75,784.25,0.00493340633293594,1
"113",2015-02-11 16:40:00,22,30.175,423.5,794.25,0.00493763206073067,1
"114",2015-02-11 16:40:59,21.945,30.245,423.5,791,0.00493246660701159,1
"115",2015-02-11 16:41:59,21.9266666666667,30.29,426.666666666667,791.333333333333,0.00493429603105484,1
"116",2015-02-11 16:43:00,21.9725,30.175,428.25,793.25,0.0049292900224207,1
"117",2015-02-11 16:44:00,21.89,30.245,433,787.5,0.00491580553078374,1
"118",2015-02-11 16:45:00,21.9266666666667,30.3566666666667,433,789,0.00494524249611813,1
"119",2015-02-11 16:46:00,21.945,30.1725,428.25,782.75,0.00492054950402857,1
"120",2015-02-11 16:46:59,21.9175,30.34,428.25,783.5,0.00493971944451338,1
"121",2015-02-11 16:47:59,21.9266666666667,30.29,426.666666666667,791,0.00493429603105484,1
"122",2015-02-11 16:49:00,21.9175,30.2925,428.25,786,0.00493192454865155,1
"123",2015-02-11 16:50:00,21.9175,30.27,433,786.5,0.00492823229721187,1
"124",2015-02-11 16:51:00,21.9266666666667,30.1966666666667,433,786.333333333333,0.00491897162213154,1
"125",2015-02-11 16:52:00,21.89,30.34,428.25,786.333333333333,0.00493136856692414,1
"126",2015-02-11 16:53:00,21.945,30.34,433,787.666666666667,0.00494808280707249,1
"127",2015-02-11 16:53:59,21.945,30.39,433,786.5,0.00495630217221916,1
"128",2015-02-11 16:54:59,21.89,30.365,433,791.75,0.00493546423117755,1
"129",2015-02-11 16:56:00,21.89,30.39,433,788,0.00493955994894424,1
"130",2015-02-11 16:57:00,21.9175,30.4725,433,797.75,0.00496146412590179,1
"131",2015-02-11 16:58:00,21.9175,30.39,433,801.75,0.00494792480746019,1
"132",2015-02-11 16:59:00,21.945,30.5,433,803.5,0.0049743855341721,1
"133",2015-02-11 16:59:59,21.89,30.4725,433,811,0.00495307619726414,1
"134",2015-02-11 17:00:59,21.89,30.4266666666667,433,803.666666666667,0.00494556709847047,1
"135",2015-02-11 17:02:00,21.9725,30.5,433,801.5,0.00498280627566165,1
"136",2015-02-11 17:03:00,21.945,30.5,433,804,0.0049743855341721,1
"137",2015-02-11 17:04:00,21.9725,30.4175,433,807,0.0049692205153566,1
"138",2015-02-11 17:05:00,21.945,30.3675,433,801.75,0.00495260343123349,1
"139",2015-02-11 17:06:00,21.9725,30.4725,433,796.25,0.00497827762347398,1
"140",2015-02-11 17:06:59,21.9266666666667,30.5333333333333,433,807,0.00497425247731314,1
"141",2015-02-11 17:08:00,21.9725,30.55,433,823.75,0.00499104035633918,1
"142",2015-02-11 17:09:00,21.89,30.4633333333333,433,818,0.00495157436311527,1
"143",2015-02-11 17:10:00,21.956,30.458,433,807.5,0.00497084293173824,1
"144",2015-02-11 17:10:59,21.9175,30.5,433,814,0.00496597736200092,1
"145",2015-02-11 17:12:00,21.9633333333333,30.39,433,804.25,0.00496189403797198,1
"146",2015-02-11 17:12:59,21.945,30.445,433,805,0.00496534372280247,1
"147",2015-02-11 17:13:59,21.945,30.3975,433,805.75,0.00495753509557926,1
"148",2015-02-11 17:15:00,21.945,30.3425,433,799.25,0.00494849377021143,1
"149",2015-02-11 17:16:00,22,30.445,433,797,0.00498216691274296,1
"150",2015-02-11 17:17:00,21.9725,30.4175,433,798.25,0.0049692205153566,1
"151",2015-02-11 17:18:00,22,30.2,433,784.5,0.00494175539235679,1
"152",2015-02-11 17:19:00,21.9266666666667,30.3266666666667,423.666666666667,780.666666666667,0.00494031653953569,1
"153",2015-02-11 17:19:59,21.9725,30.365,433,782.75,0.00496057533806915,1
"154",2015-02-11 17:21:00,21.89,30.39,426,787,0.00493955994894424,1
"155",2015-02-11 17:22:00,21.89,30.245,426,790.5,0.00491580553078374,1
"156",2015-02-11 17:23:00,21.89,30.3175,429.5,782.25,0.00492768251484905,1
"157",2015-02-11 17:23:59,21.89,30.1966666666667,423.666666666667,778,0.00490788779141084,1
"158",2015-02-11 17:25:00,21.89,30.2475,422.5,778,0.00491621507446711,1
"159",2015-02-11 17:25:59,21.89,30.1333333333333,428.333333333333,773.333333333333,0.00489751312530247,1
"160",2015-02-11 17:26:59,21.89,30.175,419,766.25,0.00490433852488914,1
"161",2015-02-11 17:28:00,21.89,30.125,419,756.25,0.00489614806321981,1
"162",2015-02-11 17:29:00,21.89,30.175,419,751.333333333333,0.00490433852488914,1
"163",2015-02-11 17:30:00,21.89,30.0333333333333,419,746.5,0.00488113277265885,1
"164",2015-02-11 17:31:00,21.89,29.8675,419,740.5,0.00485397057459965,1
"165",2015-02-11 17:31:59,21.84,29.84,419,735,0.00483456861993528,1
"166",2015-02-11 17:32:59,21.89,29.89,419,719,0.00485765575993721,1
"167",2015-02-11 17:34:00,21.815,29.84,419,718,0.00482713483512968,1
"168",2015-02-11 17:35:00,21.8233333333333,29.8566666666667,419,716,0.00483233010252681,1
"169",2015-02-11 17:36:00,21.84,29.84,419,712.25,0.00483456861993528,1
"170",2015-02-11 17:37:00,21.815,29.815,419,708.5,0.0048230592947544,1
"171",2015-02-11 17:38:00,21.84,29.795,419,702,0.00482722130108145,1
"172",2015-02-11 17:38:59,21.8233333333333,29.8233333333333,419,702,0.00482689320364354,1
"173",2015-02-11 17:39:59,21.815,29.7475,419,695.75,0.00481205560045731,1
"174",2015-02-11 17:41:00,21.79,29.73,419,686.666666666667,0.00480180695172817,1
"175",2015-02-11 17:42:00,21.815,29.55,419,679.75,0.00477986182481734,1
"176",2015-02-11 17:43:00,21.79,29.5,419,674,0.00476437421834314,1
"177",2015-02-11 17:44:00,21.79,29.3675,419,669.25,0.00474281173856628,1
"178",2015-02-11 17:44:59,21.79,29.745,419,667.5,0.00480424837225991,1
"179",2015-02-11 17:45:59,21.815,29.6725,419,679,0.00479982972655858,1
"180",2015-02-11 17:47:00,21.79,29.6,419,678,0.00478064877043622,1
"181",2015-02-11 17:48:00,21.84,29.55,419,674,0.0047872222532215,1
"182",2015-02-11 17:49:00,21.79,29.4725,419,666.5,0.00475989886468141,1
"183",2015-02-11 17:50:00,21.79,29.34,419,665.666666666667,0.00473833669282797,1
"184",2015-02-11 17:51:00,21.89,29.29,419,648.666666666667,0.00475939897688161,1
"185",2015-02-11 17:51:59,21.84,29.315,419,643.25,0.00474886061580987,1
"186",2015-02-11 17:53:00,21.89,29.29,419,635,0.00475939897688161,1
"187",2015-02-11 17:54:00,21.865,29.29,419,636.25,0.00475208445945421,1
"188",2015-02-11 17:55:00,21.89,29.34,419,636.25,0.00476758586563602,1
"189",2015-02-11 17:55:59,21.89,29.29,419,639,0.00475939897688161,1
"190",2015-02-11 17:57:00,21.8566666666667,29.4333333333333,419,640.333333333333,0.00477306969846789,1
"191",2015-02-11 17:57:59,21.89,29.2675,419,639.75,0.00475571494671863,1
"192",2015-02-11 17:58:59,21.89,29.245,419,638.5,0.00475203095986413,1
"193",2015-02-11 18:00:00,21.89,29.42,415.5,643.5,0.00478068533251944,1
"194",2015-02-11 18:01:00,21.89,29.7725,415,648,0.00483841138085258,1
"195",2015-02-11 18:02:00,21.89,29.7475,419,656.75,0.00483431698455686,1
"196",2015-02-11 18:03:00,21.89,29.4566666666667,419,655.666666666667,0.00478668943783764,1
"197",2015-02-11 18:04:00,21.89,29.2675,419,646.75,0.00475571494671863,1
"198",2015-02-11 18:04:59,21.89,29.29,419,643,0.00475939897688161,1
"199",2015-02-11 18:06:00,21.89,29.23,419,639,0.00474957499268768,1
"200",2015-02-11 18:07:00,21.89,29.2,419,633.5,0.00474466311607751,1
"201",2015-02-11 18:08:00,21.865,29.125,419,631,0.00472511107548626,1
"202",2015-02-11 18:08:59,21.89,29.125,419,626,0.00473238376137405,1
"203",2015-02-11 18:10:00,21.815,28.9725,419,614.75,0.00468574456449438,1
"204",2015-02-11 18:10:59,21.79,28.89,419,606,0.00466511774934596,1
"205",2015-02-11 18:11:59,21.8233333333333,28.8566666666667,419,603,0.00466926415276969,1
"206",2015-02-11 18:13:00,21.79,28.79,419,600.75,0.00464884919621899,1
"207",2015-02-11 18:14:00,21.79,28.695,419,601,0.00463339485311415,1
"208",2015-02-11 18:15:00,21.79,28.6333333333333,419,601.666666666667,0.00462336349452756,1
"209",2015-02-11 18:16:00,21.79,28.7225,419,597.25,0.00463786840035822,1
"210",2015-02-11 18:16:59,21.79,28.6475,419,596.5,0.00462566796740816,1
"211",2015-02-11 18:17:59,21.79,28.5333333333333,419,596.666666666667,0.00460709710922468,1
"212",2015-02-11 18:19:00,21.79,28.525,419,595.25,0.00460574161523633,1
"213",2015-02-11 18:20:00,21.79,28.42,419,588.5,0.0045886628934385,1
"214",2015-02-11 18:21:00,21.79,28.55,419,585,0.00460980811479494,1
"215",2015-02-11 18:22:00,21.7675,28.5,419,585.75,0.0045953065419468,1
"216",2015-02-11 18:23:00,21.7,28.445,412,584.5,0.00456735110467873,1
"217",2015-02-11 18:23:59,21.7,28.5,279.333333333333,585,0.00457624730784069,1
"218",2015-02-11 18:24:59,21.7,28.5666666666667,0,582,0.00458703092309197,0
"219",2015-02-11 18:26:00,21.7,28.76,0,578,0.00461830550644963,0
"220",2015-02-11 18:27:00,21.7,28.79,0,584,0.00462315873885162,0
"221",2015-02-11 18:28:00,21.7,28.79,0,586.5,0.00462315873885162,0
"222",2015-02-11 18:29:00,21.7,28.84,0,587.5,0.00463124762658534,0
"223",2015-02-11 18:29:59,21.7,28.86,0,586,0.00463448324015265,0
"224",2015-02-11 18:30:59,21.7,28.86,0,592.333333333333,0.00463448324015265,0
"225",2015-02-11 18:32:00,21.7,28.79,0,590,0.00462315873885162,0
"226",2015-02-11 18:33:00,21.6,28.895,0,590,0.00461164261320868,0
"227",2015-02-11 18:34:00,21.6333333333333,28.79,0,590.5,0.00460420963733684,0
"228",2015-02-11 18:35:00,21.6,28.73,0,593.5,0.00458511448684379,0
"229",2015-02-11 18:36:00,21.6,28.79,0,595,0.00459476081835653,0
"230",2015-02-11 18:36:59,21.6,28.79,0,594.666666666667,0.00459476081835653,0
"231",2015-02-11 18:38:00,21.55,28.79,0,593,0.00458061967899108,0
"232",2015-02-11 18:39:00,21.6,28.79,0,582.5,0.00459476081835653,0
"233",2015-02-11 18:40:00,21.6,28.79,0,579.5,0.00459476081835653,0
"234",2015-02-11 18:40:59,21.6,28.79,0,588,0.00459476081835653,0
"235",2015-02-11 18:42:00,21.5,28.84,0,596.5,0.00457450602730472,0
"236",2015-02-11 18:42:59,21.5,28.8233333333333,0,622.333333333333,0.00457184298425214,0
"237",2015-02-11 18:43:59,21.5,28.79,0,606,0.00456651696605658,0
"238",2015-02-11 18:45:00,21.5,29.6,0,605,0.00469596484633747,0
"239",2015-02-11 18:46:00,21.5,28.995,0,642.5,0.00459927341192726,0
"240",2015-02-11 18:47:00,21.39,29.015,0,604.25,0.00457133321177775,0
"241",2015-02-11 18:48:00,21.39,29.445,0,596,0.00463958534047274,0
"242",2015-02-11 18:49:00,21.39,29.2,0,612,0.00460069567733772,0
"243",2015-02-11 18:49:59,21.39,29.1,0,720.5,0.00458482373260557,0
"244",2015-02-11 18:51:00,21.3233333333333,29.33,0,1760,0.00460234373974201,0
"245",2015-02-11 18:52:00,21.29,29,0,1665,0.00454082327365664,0
"246",2015-02-11 18:53:00,21.29,29.03,0,1255.66666666667,0.00454555500550858,0
"247",2015-02-11 18:53:59,21.29,29.2,0,724,0.00457236950270718,0
"248",2015-02-11 18:55:00,21.29,29.1,0,619,0.00455659599110503,0
"249",2015-02-11 18:55:59,21.29,29.9,0,562.5,0.00468280632526691,0
"250",2015-02-11 18:56:59,21.29,29.9266666666667,0,582,0.00468701421209814,0
"251",2015-02-11 18:58:00,21.29,29.8,0,616,0.00466702725290859,0
"252",2015-02-11 18:59:00,21.245,29.55,0,648.5,0.00461473213121645,0
"253",2015-02-11 19:00:00,21.2,29.5,0,673,0.00459406856462562,0
"254",2015-02-11 19:01:00,21.2,30.1,0,608,0.00468821152431995,0
"255",2015-02-11 19:01:59,21.2,29.6,0,752,0.00460975709363184,0
"256",2015-02-11 19:02:59,21.2,30.45,0,621.5,0.00474314131602537,0
"257",2015-02-11 19:04:00,21.2,30,0,589.333333333333,0.00467251906656465,0
"258",2015-02-11 19:05:00,21.2,29.9,0,608.5,0.00465682739467722,0
"259",2015-02-11 19:06:00,21.2,29.945,0,620,0.00466388854977919,0
"260",2015-02-11 19:07:00,21.2,29.495,0,598.5,0.00459328415879708,0
"261",2015-02-11 19:08:00,21.2,29.64,0,640.5,0.00461603272520792,0
"262",2015-02-11 19:08:59,21.2,29.9633333333333,0,695,0.00466676536229439,0
"263",2015-02-11 19:09:59,21.2,29.89,0,670,0.00465525827070893,0
"264",2015-02-11 19:11:00,21.2,29.79,0,619,0.00463956746320798,0
"265",2015-02-11 19:12:00,21.2,29.76,0,571.666666666667,0.00463486037418044,0
"266",2015-02-11 19:13:00,21.2,29.995,0,533.5,0.00467173446430641,0
"267",2015-02-11 19:14:00,21.1666666666667,29.9966666666667,0,618.666666666667,0.00466237504730255,0
"268",2015-02-11 19:14:59,21.2,30.2,0,516,0.00470390476800215,0
"269",2015-02-11 19:15:59,21.15,31.05,0,515,0.00482238981986243,0
"270",2015-02-11 19:17:00,21.15,29.8,0,513.5,0.00462680762837323,0
"271",2015-02-11 19:18:00,21.15,29.645,0,520,0.00460256394184382,0
"272",2015-02-11 19:19:00,21.1,29.65,0,527.5,0.00458912915155477,0
"273",2015-02-11 19:20:00,21.1,29.45,0,526,0.0045579469742819,0
"274",2015-02-11 19:21:00,21.1,29.6633333333333,0,526.333333333333,0.00459120807372759,0
"275",2015-02-11 19:21:59,21.1,29.795,0,528,0.00461173817093849,0
"276",2015-02-11 19:23:00,21.1,29.89,0,524,0.00462655186142874,0
"277",2015-02-11 19:24:00,21.1,29.695,0,524.5,0.00459614556917648,0
"278",2015-02-11 19:25:00,21.1,29.8966666666667,0,521.333333333333,0.00462759144495691,0
"279",2015-02-11 19:25:59,21.1,29.995,0,524,0.00464292570267342,0
"280",2015-02-11 19:27:00,21.1,29.945,0,522.5,0.00463512852869522,0
"281",2015-02-11 19:27:59,21.1,29.79,0,526,0.00461095852241966,0
"282",2015-02-11 19:28:59,21.05,29.75,0,520,0.00459049484235374,0
"283",2015-02-11 19:30:00,21.1,30.29,0,526,0.00468893297910483,0
"284",2015-02-11 19:31:00,21.1,29.39,0,530,0.00454859292628501,0
"285",2015-02-11 19:32:00,21.1,29.6,0,529,0.00458133331626704,0
"286",2015-02-11 19:33:00,21.1,29.34,0,529,0.00454079809963765,0
"287",2015-02-11 19:34:00,21.1,29.745,0,527,0.00460394177305473,0
"288",2015-02-11 19:34:59,21.1,29.3933333333333,0,530,0.0045491125882909,0
"289",2015-02-11 19:36:00,21.1,30.05,0,526,0.00465150281816791,0
"290",2015-02-11 19:37:00,21.075,29.5,0,526,0.00455868478206748,0
"291",2015-02-11 19:38:00,21.1,29.5,0,526,0.00456574222763784,0
"292",2015-02-11 19:38:59,21.1,30.09,0,531.5,0.00465774086782293,0
"293",2015-02-11 19:40:00,21.1,30.1,0,534,0.00465930039964209,0
"294",2015-02-11 19:40:59,21,29.495,0,533,0.00453679550654645,0
"295",2015-02-11 19:41:59,21.1,29.445,0,521.333333333333,0.00455716745961438,0
"296",2015-02-11 19:43:00,21.1,29.645,0,523.5,0.00458834955929649,0
"297",2015-02-11 19:44:00,21.1,30.1,0,521,0.00465930039964209,0
"298",2015-02-11 19:45:00,21,29.945,0,522,0.00460652521443113,0
"299",2015-02-11 19:46:00,21.1,29.6,0,520,0.00458133331626704,0
"300",2015-02-11 19:46:59,21.025,30.1225,0,520.5,0.00464121308755847,0
"301",2015-02-11 19:47:59,21,30,0,520,0.00461504879873074,0
"302",2015-02-11 19:49:00,21,29.53,0,523.666666666667,0.00454221837168049,0
"303",2015-02-11 19:50:00,21,29.55,0,520,0.00454531719390439,0
"304",2015-02-11 19:51:00,21,29.195,0,524.5,0.0044903176557902,0
"305",2015-02-11 19:52:00,21,29.53,0,519.333333333333,0.00454221837168049,0
"306",2015-02-11 19:53:00,21,29.445,0,519,0.00452904871919258,0
"307",2015-02-11 19:53:59,21,30.1,0,520,0.00463054681883977,0
"308",2015-02-11 19:54:59,21,29.945,0,522.5,0.00460652521443113,0
"309",2015-02-11 19:56:00,21,29.8,0,527.5,0.00458405505820984,0
"310",2015-02-11 19:57:00,21,30.0666666666667,0,537,0.00462538072695717,0
"311",2015-02-11 19:58:00,21,29.7666666666667,0,542.333333333333,0.004578889732874,0
"312",2015-02-11 19:59:00,21,29.5,0,548,0.00453757019581831,0
"313",2015-02-11 19:59:59,21,29.995,0,545.5,0.00461427391784861,0
"314",2015-02-11 20:00:59,21,29.9266666666667,0,549.666666666667,0.00460368407119449,0
"315",2015-02-11 20:02:00,21,29.495,0,562,0.00453679550654645,0
"316",2015-02-11 20:03:00,21,29.5,0,583,0.00453757019581831,0
"317",2015-02-11 20:04:00,21,29.4475,0,552,0.00452943605401049,0
"318",2015-02-11 20:05:00,21,29.6966666666667,0,540,0.00456804282686637,0
"319",2015-02-11 20:06:00,21,29.445,0,527.333333333333,0.00452904871919258,0
"320",2015-02-11 20:06:59,21,29.4,0,523.333333333333,0.00452207677436432,0
"321",2015-02-11 20:08:00,21,29.495,0,517,0.00453679550654645,0
"322",2015-02-11 20:09:00,21,30.06,0,517.333333333333,0.00462434751880236,0
"323",2015-02-11 20:10:00,21,30,0,513,0.00461504879873074,0
"324",2015-02-11 20:10:59,21,29.995,0,511,0.00461427391784861,0
"325",2015-02-11 20:12:00,21,29.56,0,513,0.00454686661651124,0
"326",2015-02-11 20:12:59,21,29.35,0,513,0.00451433035098219,0
"327",2015-02-11 20:13:59,21,29.9,0,512.333333333333,0.00459955154520639,0
"328",2015-02-11 20:15:00,21,29.8,0,510.5,0.00458405505820984,0
"329",2015-02-11 20:16:00,20.9266666666667,29.5933333333333,0,512,0.00453140356716867,0
"330",2015-02-11 20:17:00,20.945,29.445,0,509,0.00451364879466593,0
"331",2015-02-11 20:18:00,20.945,29.6,0,502.5,0.00453758220823091,0
"332",2015-02-11 20:19:00,21,29.55,0,503,0.00454531719390439,0
